City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,Dedovichi,57.5517,29.9502,47.39,89,100,12.21,RU,2022-09-19 02:42:11
284,Genhe,50.7833,121.5167,39.9,33,3,14.56,CN,2022-09-19 02:42:12
285,Zalantun,48.0,122.7167,49.91,16,5,22.64,CN,2022-09-19 02:42:12
286,Jurbarkas,55.0778,22.7664,45.48,96,100,5.46,LT,2022-09-19 02:42:13
287,Den Helder,52.9599,4.7593,57.97,73,75,18.01,NL,2022-09-19 02:40:25
288,Camar,47.3,22.6167,47.32,88,99,12.08,RO,2022-09-19 02:42:13
289,Lichtenburg,-26.152,26.1597,61.03,26,74,13.24,ZA,2022-09-19 02:42:14
290,Sabha,27.0377,14.4283,80.47,16,0,11.01,LY,2022-09-19 02:42:14
291,Fare,-16.7,-151.0167,78.85,72,0,18.12,PF,2022-09-19 02:42:15
292,Hendersonville,36.3048,-86.62,74.77,74,3,4.94,US,2022-09-19 02:38:11
293,Santa Marta,11.2408,-74.199,78.89,85,100,4.61,CO,2022-09-19 02:42:15
294,Vao,-22.6667,167.4833,73.04,74,0,14.12,NC,2022-09-19 02:42:16
295,Banda Aceh,5.5577,95.3222,85.33,61,91,12.17,ID,2022-09-19 02:42:17
296,La Ronge,55.1001,-105.2842,55.65,67,75,4.61,CA,2022-09-19 02:42:17
297,Cali,3.4372,-76.5225,71.6,78,75,6.91,CO,2022-09-19 02:38:30
298,Port-Cartier,50.0334,-66.8654,47.88,69,0,7.36,CA,2022-09-19 02:42:18
299,Wakkanai,45.4094,141.6739,69.78,94,75,11.5,JP,2022-09-19 02:39:16
300,Atherton,53.5237,-2.4935,54.21,96,21,3.33,GB,2022-09-19 02:42:18
301,Kotka,60.4664,26.9458,47.46,90,67,9.08,FI,2022-09-19 02:42:19
302,Ishigaki,24.3448,124.1572,86.13,66,75,4.61,JP,2022-09-19 02:42:19
303,Scarborough,54.2797,-0.4044,49.33,89,100,1.99,GB,2022-09-19 02:42:20
304,Keflavik,64.0049,-22.5624,49.91,93,100,33.38,IS,2022-09-19 02:42:20
305,Toppenish,46.3774,-120.3087,70.9,42,93,2.95,US,2022-09-19 02:42:20
306,Skibbereen,51.55,-9.2667,49.91,86,7,2.82,IE,2022-09-19 02:42:21
307,San Pedro Del Pinatar,37.8357,-0.791,76.86,63,75,13.8,ES,2022-09-19 02:42:21
308,Almaznyy,48.0448,40.045,54.21,76,100,10.83,RU,2022-09-19 02:42:22
309,Tiksi,71.6872,128.8694,36.64,58,97,5.59,RU,2022-09-19 02:42:23
310,Port Blair,11.6667,92.75,83.75,75,81,17.22,IN,2022-09-19 02:42:23
311,Nakusp,50.2499,-117.8023,52.14,87,5,1.14,CA,2022-09-19 02:42:24
312,Buala,-8.145,159.5921,81.64,81,100,16.08,SB,2022-09-19 02:42:24
313,Saint George,37.1041,-113.5841,84.79,21,0,10.36,US,2022-09-19 02:42:25
314,Shitanjing,39.2342,106.3439,53.28,83,100,16.6,CN,2022-09-19 02:42:25
315,Vila Velha,-20.3297,-40.2925,67.95,77,0,4.61,BR,2022-09-19 02:42:26
316,Kenai,60.5544,-151.2583,55.49,78,100,6.91,US,2022-09-19 02:42:27
317,Luwuk,-0.9516,122.7875,86.32,65,84,3.91,ID,2022-09-19 02:42:27
318,Orchard Homes,46.8633,-114.0484,62.74,73,75,14.97,US,2022-09-19 02:42:28
319,Roznava,48.6601,20.5376,41.09,91,100,7.63,SK,2022-09-19 02:42:29
320,La Rioja,42.25,-2.5,49.78,60,64,2.53,ES,2022-09-19 02:42:29
321,Norman Wells,65.282,-126.8329,53.64,58,75,5.75,CA,2022-09-19 02:41:33
322,Sorland,67.667,12.6934,48.06,74,100,30.96,NO,2022-09-19 02:43:30
323,La Paz,-16.5,-68.15,48.18,76,20,5.75,BO,2022-09-19 02:41:39
324,Petropavlovsk-Kamchatskiy,53.0452,158.6483,55.99,58,0,15.66,RU,2022-09-19 02:42:56
325,Lejanias,3.5251,-74.0216,67.96,90,19,6.29,CO,2022-09-19 02:43:31
326,Moyale,3.5167,39.0584,63.54,85,62,9.06,KE,2022-09-19 02:43:31
327,Aswan,24.0934,32.907,80.4,21,0,8.16,EG,2022-09-19 02:43:32
328,Heyang,26.1011,107.473,83.14,62,5,3.11,CN,2022-09-19 02:43:32
329,Tilichiki,60.4667,166.1,49.53,45,2,11.48,RU,2022-09-19 02:43:33
330,Rawson,-43.3002,-65.1023,44.31,71,100,15.48,AR,2022-09-19 02:39:56
331,Myitkyina,25.3833,97.4,83.55,78,74,1.88,MM,2022-09-19 02:43:33
332,San Pedro,14.35,121.0167,83.43,84,100,4.61,PH,2022-09-19 02:43:33
333,Alexandria,31.2156,29.9553,74.71,65,0,5.01,EG,2022-09-19 02:43:03
334,Grindavik,63.8424,-22.4338,49.95,93,100,33.38,IS,2022-09-19 02:43:34
335,Broken Hill,-31.95,141.4333,65.12,38,3,6.13,AU,2022-09-19 02:43:35
336,Luanda,-8.8368,13.2343,70.25,92,74,7.0,AO,2022-09-19 02:41:20
337,Hailey,43.5196,-114.3153,64.89,61,75,7.0,US,2022-09-19 02:43:36
338,Peniche,39.3558,-9.3811,71.08,86,100,3.2,PT,2022-09-19 02:43:37
339,Guerrero Negro,27.9769,-114.0611,69.37,77,1,16.2,MX,2022-09-19 02:43:37
340,Kholmogory,64.2229,41.656,43.29,99,62,4.36,RU,2022-09-19 02:43:38
341,Asau,46.4333,26.4,49.12,77,19,8.19,RO,2022-09-19 02:43:38
342,Wagga Wagga,-35.1167,147.3667,58.6,56,57,11.03,AU,2022-09-19 02:41:19
343,Flinders,-34.5833,150.8552,70.18,36,91,11.01,AU,2022-09-19 02:43:39
344,Trani,41.2727,16.4154,62.85,50,0,5.99,IT,2022-09-19 02:43:40
345,Grootfontein,-19.5667,18.1167,65.77,27,0,8.05,NA,2022-09-19 02:43:40
346,Kattivakkam,13.2167,80.3167,86.09,66,99,10.6,IN,2022-09-19 02:43:40
347,Harrisburg,40.2737,-76.8844,73.76,84,20,8.05,US,2022-09-19 02:38:59
348,Hedaru,-4.5,37.9,66.72,87,100,2.66,TZ,2022-09-19 02:43:41
349,Ponta Delgada,37.7333,-25.6667,72.32,78,20,6.91,PT,2022-09-19 02:43:41
350,Almere,52.3703,5.2141,56.95,79,35,1.01,NL,2022-09-19 02:43:42
351,Ourossogui,15.6064,-13.3211,78.19,76,96,8.34,SN,2022-09-19 02:43:42
352,Plettenberg Bay,-34.0527,23.3716,55.13,81,100,7.2,ZA,2022-09-19 02:43:43
353,Dickinson,29.4608,-95.0513,84.13,81,20,6.91,US,2022-09-19 02:39:42
354,Benalla,-36.55,145.9833,54.86,59,40,10.2,AU,2022-09-19 02:43:43
355,Jacksonville Beach,30.2947,-81.3931,77.02,92,20,8.05,US,2022-09-19 02:43:44
356,Tiarei,-17.5333,-149.3333,84.22,73,4,17.52,PF,2022-09-19 02:43:44
357,Asgabat,37.95,58.3833,66.06,42,2,4.61,TM,2022-09-19 02:43:45
358,Mangla,31.8931,72.3817,85.93,51,0,7.47,PK,2022-09-19 02:42:47
359,Vestmanna,62.1564,-7.1664,43.72,81,100,5.75,FO,2022-09-19 02:43:45
360,Kaufbeuren,47.8833,10.6167,47.17,79,100,19.57,DE,2022-09-19 02:43:46
361,Mahibadhoo,3.7833,72.9667,81.77,70,100,7.27,MV,2022-09-19 02:43:46
362,Kampot,10.6167,104.1833,80.65,82,100,9.44,KH,2022-09-19 02:43:47
363,Port Hedland,-20.3167,118.5667,82.45,51,3,16.11,AU,2022-09-19 02:43:47
364,Knysna,-34.0363,23.0471,54.72,86,100,7.52,ZA,2022-09-19 02:43:47
365,Wanning,18.8003,110.3967,87.21,63,71,2.35,CN,2022-09-19 02:43:48
366,Midrand,-25.9636,28.1378,64.17,34,9,14.97,ZA,2022-09-19 02:43:49
367,Smoky Lake,54.1169,-112.4686,48.92,93,45,1.14,CA,2022-09-19 02:43:49
368,Belmonte,-15.8631,-38.8828,70.52,80,93,7.07,BR,2022-09-19 02:44:49
369,Lompoc,34.6391,-120.4579,70.21,72,100,10.36,US,2022-09-19 02:44:50
370,Aklavik,68.2191,-135.0107,48.47,66,85,7.7,CA,2022-09-19 02:44:50
371,Erenhot,43.6475,111.9767,55.18,27,99,8.14,CN,2022-09-19 02:44:51
372,Hay River,60.8156,-115.7999,55.38,82,75,2.3,CA,2022-09-19 02:42:21
373,Kiruna,67.8557,20.2251,40.12,81,100,9.22,SE,2022-09-19 02:44:51
374,Saint-Francois,46.4154,3.9054,39.67,100,0,2.3,FR,2022-09-19 02:44:52
375,Kayerkan,69.3497,87.7602,35.53,100,100,3.78,RU,2022-09-19 02:44:52
376,Sao Paulo De Olivenca,-3.3783,-68.8725,78.94,74,98,2.62,BR,2022-09-19 02:44:53
377,Quchan,37.106,58.5095,62.22,39,0,3.89,IR,2022-09-19 02:44:53
378,Algeciras,36.1333,-5.4505,69.48,83,75,12.66,ES,2022-09-19 02:44:53
379,Ovalle,-30.5983,-71.2003,51.12,74,0,1.32,CL,2022-09-19 02:44:54
380,Gimli,50.6336,-96.9907,60.82,82,40,2.3,CA,2022-09-19 02:42:19
381,Sibay,52.7181,58.6658,61.2,64,93,4.47,RU,2022-09-19 02:44:54
382,Ersekcsanad,46.2535,18.9846,51.66,70,100,7.99,HU,2022-09-19 02:44:55
383,Kloulklubed,7.0419,134.2556,86.5,78,100,9.19,PW,2022-09-19 02:44:55
384,Jamai,22.2,78.5833,76.3,80,59,5.73,IN,2022-09-19 02:44:56
385,Port-Gentil,-0.7193,8.7815,76.23,82,100,11.83,GA,2022-09-19 02:44:56
386,El Oro,26.8667,-105.85,65.98,64,73,6.62,MX,2022-09-19 02:44:57
387,Zhanaozen,43.3,52.8,68.4,28,0,11.61,KZ,2022-09-19 02:44:57
388,Nara,34.6851,135.8049,89.96,56,95,13.06,JP,2022-09-19 02:44:57
389,Harper,4.375,-7.7169,75.45,85,24,7.18,LR,2022-09-19 02:42:33
390,Ballina,-28.8667,153.5667,79.79,37,4,2.46,AU,2022-09-19 02:44:58
391,Abu Dhabi,24.4667,54.3667,84.96,73,0,0.0,AE,2022-09-19 02:44:58
392,Nome,64.5011,-165.4064,46.47,87,100,20.71,US,2022-09-19 02:40:11
393,Pacific Grove,36.6177,-121.9166,66.07,82,60,11.01,US,2022-09-19 02:41:11
394,Ampanihy,-24.7,44.75,69.15,60,0,7.45,MG,2022-09-19 02:44:59
395,Kyzyl-Suu,42.3414,78.0056,61.83,37,64,2.33,KG,2022-09-19 02:44:59
396,Benghazi,32.1167,20.0667,77.99,79,0,7.31,LY,2022-09-19 02:45:00
397,Severnyy,50.677,36.5532,50.04,71,75,15.66,RU,2022-09-19 02:45:01
398,Luganville,-15.5333,167.1667,81.1,80,86,14.74,VU,2022-09-19 02:45:01
399,Ciudad Bolivar,8.1222,-63.5497,80.04,79,92,4.79,VE,2022-09-19 02:45:02
400,Zelino,41.9803,21.0642,38.5,69,0,3.51,MK,2022-09-19 02:45:02
401,Gbarnga,6.9956,-9.4722,68.02,100,85,2.06,LR,2022-09-19 02:45:03
402,Rayagada,19.1667,83.4167,77.09,94,100,3.13,IN,2022-09-19 02:45:03
403,Codrington,-38.2667,141.9667,56.59,72,66,11.52,AU,2022-09-19 02:45:04
404,Lorengau,-2.0226,147.2712,84.11,71,82,7.7,PG,2022-09-19 02:45:04
405,Taltal,-25.4,-70.4833,57.11,68,0,3.74,CL,2022-09-19 02:45:05
406,Young,-32.6833,-57.6333,56.14,91,73,4.88,UY,2022-09-19 02:45:05
407,Lida,53.8833,25.2997,46.76,96,100,10.6,BY,2022-09-19 02:45:06
408,Svetlogorsk,52.6333,29.7333,48.94,93,100,19.98,BY,2022-09-19 02:45:06
409,Zhigansk,66.7697,123.3711,36.12,67,98,9.13,RU,2022-09-19 02:45:07
410,Qaqortoq,60.7167,-46.0333,45.79,76,92,2.39,GL,2022-09-19 02:45:07
411,San Cristobal,7.7669,-72.225,71.78,95,18,2.1,VE,2022-09-19 02:45:08
412,Inyonga,-6.7167,32.0667,68.04,45,76,5.99,TZ,2022-09-19 02:45:09
413,Iracoubo,5.4802,-53.2011,79.77,82,100,10.2,GF,2022-09-19 02:46:09
414,Bandarbeyla,9.4942,50.8122,76.12,87,86,20.47,SO,2022-09-19 02:46:10
415,Gijon,43.5357,-5.6615,62.01,86,88,4.38,ES,2022-09-19 02:46:10
416,Lahat,-3.8,103.5333,80.92,76,100,2.01,ID,2022-09-19 02:43:20
417,Bilibino,68.0546,166.4372,33.35,66,100,2.71,RU,2022-09-19 02:46:11
418,San Quintin,30.4833,-115.95,68.13,75,0,13.8,MX,2022-09-19 02:46:11
419,Pitimbu,-7.4706,-34.8086,73.99,79,5,11.95,BR,2022-09-19 02:46:11
420,Vila Franca Do Campo,37.7167,-25.4333,72.01,92,100,4.12,PT,2022-09-19 02:46:12
421,Brae,60.3964,-1.353,46.85,69,52,9.17,GB,2022-09-19 02:46:13
422,Porto Novo,6.4965,2.6036,75.02,93,100,6.93,BJ,2022-09-19 02:46:13
423,Ust-Maya,60.4167,134.5333,32.4,95,100,11.74,RU,2022-09-19 02:46:14
424,Husavik,66.0449,-17.3389,46.13,77,83,10.74,IS,2022-09-19 02:46:14
425,Ilulissat,69.2167,-51.1,37.42,100,100,8.05,GL,2022-09-19 02:46:15
426,Altay,47.8667,88.1167,62.83,12,0,3.44,CN,2022-09-19 02:46:15
427,Mezen,65.8522,44.24,47.08,98,100,6.73,RU,2022-09-19 02:46:15
428,Moba,33.2288,105.0179,62.38,86,100,2.62,CN,2022-09-19 02:46:16
429,Nantucket,41.2835,-70.0995,72.0,83,0,14.97,US,2022-09-19 02:42:49
430,Shenjiamen,29.9576,122.298,75.63,69,1,25.26,CN,2022-09-19 02:46:17
431,Asuncion,-25.3007,-57.6359,80.04,41,75,11.5,PY,2022-09-19 02:45:00
432,Petlawad,23.0,74.8,76.95,77,15,8.97,IN,2022-09-19 02:46:17
433,Acajutla,13.5928,-89.8275,77.52,87,100,3.13,SV,2022-09-19 02:46:18
434,Sola,-13.8833,167.55,80.26,80,90,23.22,VU,2022-09-19 02:46:18
435,Harlingen,26.1906,-97.6961,84.88,89,0,9.22,US,2022-09-19 02:41:44
436,Kuala Lipis,4.1842,102.0468,84.88,63,100,1.68,MY,2022-09-19 02:46:19
437,Yar-Sale,66.8333,70.8333,45.95,88,100,14.23,RU,2022-09-19 02:46:20
438,Nova Granada,-20.5339,-49.3142,73.65,41,0,6.93,BR,2022-09-19 02:46:20
439,Cayenne,4.9333,-52.3333,78.84,89,75,3.44,GF,2022-09-19 02:46:20
440,Villazon,-22.0866,-65.5942,44.83,14,100,7.38,BO,2022-09-19 02:46:22
441,Borsad,22.4167,72.9,82.44,76,79,8.72,IN,2022-09-19 02:46:23
442,Maple Creek,49.9168,-109.4848,64.81,42,100,8.05,CA,2022-09-19 02:46:23
443,Souillac,-20.5167,57.5167,66.58,94,75,9.22,MU,2022-09-19 02:46:24
444,Itoman,26.1247,127.6694,84.58,77,20,19.57,JP,2022-09-19 02:46:24
445,Siddipet,18.1,78.85,74.34,89,100,11.95,IN,2022-09-19 02:46:25
446,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,76.68,81,99,2.82,BR,2022-09-19 02:46:25
447,Alugan,12.2188,125.4808,88.34,60,100,6.51,PH,2022-09-19 02:46:26
448,Bandarban,22.1965,92.2262,86.4,69,71,2.62,BD,2022-09-19 02:46:26
449,Nisia Floresta,-6.0911,-35.2086,80.98,85,12,8.7,BR,2022-09-19 02:46:27
450,Porosozero,62.7191,32.727,41.23,96,94,2.66,RU,2022-09-19 02:46:27
451,Le Port,-20.9373,55.2919,69.8,72,10,8.77,RE,2022-09-19 02:46:28
452,Cockburn Town,21.4612,-71.1419,83.17,77,33,20.04,TC,2022-09-19 02:46:28
453,Kashi,39.4547,75.9797,63.61,72,20,4.47,CN,2022-09-19 02:46:29
454,Marsa Matruh,31.3525,27.2453,75.96,83,0,10.25,EG,2022-09-19 02:46:29
455,Kearney,40.6995,-99.0815,68.58,89,0,8.05,US,2022-09-19 02:43:44
456,Dukat,62.55,155.55,45.75,37,98,5.48,RU,2022-09-19 02:46:30
457,Tommot,58.9564,126.2925,35.28,65,100,10.33,RU,2022-09-19 02:46:31
458,Dondo,-19.6094,34.7431,67.51,91,0,3.53,MZ,2022-09-19 02:46:31
459,Awjilah,29.1081,21.2869,77.88,41,0,7.05,LY,2022-09-19 02:47:32
460,Sirpur,19.4833,79.6,79.95,85,98,5.06,IN,2022-09-19 02:47:32
461,Hualmay,-11.0964,-77.6139,61.32,85,65,7.94,PE,2022-09-19 02:47:33
462,Zhovtneve,50.6637,24.2492,43.66,89,71,13.76,UA,2022-09-19 02:47:33
463,Azovskaya,44.7908,38.6264,65.59,85,92,7.67,RU,2022-09-19 02:47:33
464,Isangel,-19.55,169.2667,80.82,67,10,12.44,VU,2022-09-19 02:47:34
465,Turtas,58.9417,69.1325,50.56,85,75,4.47,RU,2022-09-19 02:47:35
466,Noumea,-22.2763,166.4572,85.98,99,0,13.96,NC,2022-09-19 02:47:35
467,Indramayu,-6.3264,108.32,86.18,57,10,5.5,ID,2022-09-19 02:47:36
468,Black River,18.0264,-77.8487,79.36,85,17,3.33,JM,2022-09-19 02:47:36
469,Urucara,-2.5364,-57.76,78.21,56,100,2.3,BR,2022-09-19 02:47:36
470,Catuday,16.2923,119.8062,81.19,78,98,13.78,PH,2022-09-19 02:47:37
471,Sao Filipe,14.8961,-24.4956,77.92,77,58,6.04,CV,2022-09-19 02:47:37
472,Ulladulla,-35.35,150.4667,64.04,39,32,8.81,AU,2022-09-19 02:47:38
473,Sibolga,1.7427,98.7792,84.02,59,100,2.42,ID,2022-09-19 02:47:38
474,Nueva Loja,0.0847,-76.8828,72.12,87,31,2.77,EC,2022-09-19 02:47:39
475,Fort Nelson,58.8053,-122.7002,53.19,62,75,4.61,CA,2022-09-19 02:43:11
476,Beloha,-25.1667,45.05,69.21,61,0,6.98,MG,2022-09-19 02:47:39
477,Port Moresby,-9.4431,147.1797,83.62,74,75,8.05,PG,2022-09-19 02:47:40
478,Santa Lucia,27.9117,-15.5407,63.72,78,20,4.61,ES,2022-09-19 02:43:08
479,Itaituba,-4.2761,-55.9836,76.05,77,63,2.26,BR,2022-09-19 02:47:41
480,Sayyan,15.1718,44.3244,62.47,49,62,2.01,YE,2022-09-19 02:47:41
481,Touba,8.2833,-7.6833,67.8,99,90,5.93,CI,2022-09-19 02:47:41
482,San Rafael,-34.6177,-68.3301,43.97,76,86,10.31,AR,2022-09-19 02:43:36
483,Samarai,-10.6167,150.6667,81.61,82,100,14.38,PG,2022-09-19 02:47:42
484,Leshukonskoye,64.8989,45.7622,42.1,98,45,4.81,RU,2022-09-19 02:47:43
485,Yinchuan,38.4681,106.2731,61.05,67,100,18.21,CN,2022-09-19 02:47:43
486,Palmer,42.1584,-72.3287,72.52,83,75,0.0,US,2022-09-19 02:47:44
487,Ust-Tsilma,65.441,52.1498,43.9,97,61,4.09,RU,2022-09-19 02:47:44
488,Hervey Bay,-25.2986,152.8535,71.26,76,0,11.18,AU,2022-09-19 02:46:09
489,Mukhen,48.1,136.1,49.24,73,99,12.12,RU,2022-09-19 02:47:45
490,Curup,-3.4667,102.5333,78.01,75,100,1.28,ID,2022-09-19 02:47:45
491,Lasa,46.6166,10.7002,41.68,93,74,7.65,IT,2022-09-19 02:47:46
492,Atasu,48.6814,71.6433,55.06,32,0,9.31,KZ,2022-09-19 02:47:46
493,Kanniyakumari,8.0833,77.5667,80.26,81,100,15.86,IN,2022-09-19 02:47:46
494,Port Keats,-14.25,129.55,88.66,49,9,10.87,AU,2022-09-19 02:47:47
495,Sitangkai,4.6628,119.3928,84.56,68,96,4.47,PH,2022-09-19 02:47:47
496,Coihaique,-45.5752,-72.0662,35.55,100,100,3.44,CL,2022-09-19 02:45:42
497,Alekseyevka,50.6309,38.6903,50.43,72,96,17.76,RU,2022-09-19 02:47:48
498,Putyatino,54.16,41.1169,61.03,90,93,16.46,RU,2022-09-19 02:47:48
499,Fairbanks,64.8378,-147.7164,57.54,58,75,5.75,US,2022-09-19 02:43:39
500,Roald,62.5833,6.1333,50.76,71,75,11.5,NO,2022-09-19 02:47:49
501,Xinzhou,38.4092,112.7333,62.38,77,100,2.08,CN,2022-09-19 02:47:49
502,Godfrey,38.9556,-90.1868,82.13,89,0,5.75,US,2022-09-19 02:47:50
503,Kirakira,-10.4544,161.9205,83.37,77,100,13.13,SB,2022-09-19 02:47:50
504,Vestmannaeyjar,63.4427,-20.2734,50.23,85,100,30.02,IS,2022-09-19 02:47:50
505,Ixtapa,20.7,-105.2,81.23,85,100,1.01,MX,2022-09-19 02:45:40
506,Rundu,-17.9333,19.7667,63.95,26,9,2.59,NA,2022-09-19 02:48:51
507,Bosaso,11.2842,49.1816,88.63,52,84,4.94,SO,2022-09-19 02:48:52
508,Kungurtug,50.5994,97.5228,51.6,47,1,0.74,RU,2022-09-19 02:48:52
509,Kualakapuas,-3.0091,114.3876,88.18,61,100,4.09,ID,2022-09-19 02:48:53
510,Desnogorsk,54.1508,33.2815,46.72,94,99,11.99,RU,2022-09-19 02:48:53
511,Tebingtinggi,3.3285,99.1625,86.14,63,95,1.43,ID,2022-09-19 02:48:54
512,Saint-Paul,-21.0096,55.2707,69.91,70,4,4.14,RE,2022-09-19 02:48:54
513,Ust-Karsk,52.7011,118.8077,45.07,28,0,7.52,RU,2022-09-19 02:48:55
514,Atar,20.5169,-13.0499,85.62,31,100,6.6,MR,2022-09-19 02:48:55
515,Sibu,2.3,111.8167,77.31,88,40,3.44,MY,2022-09-19 02:48:56
516,Hasaki,35.7333,140.8333,88.29,84,82,20.85,JP,2022-09-19 02:48:56
517,Eenhana,-17.4667,16.3333,58.55,32,0,4.05,NA,2022-09-19 02:48:57
518,Mwanza,-2.5167,32.9,68.05,88,40,0.0,TZ,2022-09-19 02:48:57
519,Walvis Bay,-22.9575,14.5053,53.1,76,0,6.91,NA,2022-09-19 02:48:57
520,San Ignacio,17.1561,-89.0714,73.54,100,0,0.0,BZ,2022-09-19 02:48:58
521,Kurchum,48.5722,83.6542,62.56,29,0,2.1,KZ,2022-09-19 02:48:59
522,Oriximina,-1.7656,-55.8661,81.7,57,85,3.09,BR,2022-09-19 02:48:59
523,Olga,43.7444,135.2892,63.73,50,100,11.34,RU,2022-09-19 02:48:59
524,Half Moon Bay,37.4636,-122.4286,65.32,91,100,17.27,US,2022-09-19 02:45:29
525,Mandsaur,24.0667,75.0667,78.13,76,1,8.19,IN,2022-09-19 02:45:48
526,Carballo,43.213,-8.691,64.9,75,100,3.65,ES,2022-09-19 02:49:00
527,Mbaiki,3.8678,17.9892,68.04,99,90,0.85,CF,2022-09-19 02:49:01
528,Tabuk,17.4189,121.4443,84.83,71,90,3.69,PH,2022-09-19 02:49:01
529,Novobirilyussy,56.9514,90.6661,50.27,64,81,6.89,RU,2022-09-19 02:49:01
530,Fortuna Foothills,32.6578,-114.4119,91.45,20,0,13.8,US,2022-09-19 02:49:02
531,Bitung,1.4451,125.1824,90.45,66,68,6.42,ID,2022-09-19 02:49:02
532,Pelym,61.0108,61.9978,49.37,76,99,4.34,RU,2022-09-19 02:49:03
533,San Eugenio,16.3598,120.357,83.28,76,81,6.49,PH,2022-09-19 02:49:04
534,Christchurch,-43.5333,172.6333,71.8,50,20,9.22,NZ,2022-09-19 02:49:04
535,Namatanai,-3.6667,152.4333,83.61,70,82,8.66,PG,2022-09-19 02:49:05
536,Maningrida,-12.0667,134.2667,89.37,55,100,14.05,AU,2022-09-19 02:49:06
537,Garowe,8.4054,48.4845,75.11,68,50,19.66,SO,2022-09-19 02:49:06
538,Balgazyn,51.0,95.2,58.03,38,0,1.48,RU,2022-09-19 02:49:07
539,Japura,-0.3167,102.35,76.19,92,100,0.94,ID,2022-09-19 02:49:07
540,Fayaoue,-20.65,166.5333,76.42,74,0,13.33,NC,2022-09-19 02:49:07
541,Jalu,29.0331,21.5482,78.24,39,0,7.58,LY,2022-09-19 02:49:08
542,Santo Antonio Do Ica,-3.1022,-67.9397,78.51,78,100,2.57,BR,2022-09-19 02:49:08
543,Odweyne,9.4092,45.064,74.98,49,94,10.51,SO,2022-09-19 02:49:09
544,Te Anau,-45.4167,167.7167,55.99,72,50,5.66,NZ,2022-09-19 02:49:09
545,Manzhouli,49.6,117.4333,46.56,18,0,14.03,CN,2022-09-19 02:49:10
546,Rafai,4.95,23.9167,66.63,99,82,1.28,CF,2022-09-19 02:49:10
547,Birjand,32.8663,59.2211,55.87,30,0,6.91,IR,2022-09-19 02:49:11
548,Okhotsk,59.3833,143.3,43.68,90,100,30.33,RU,2022-09-19 02:49:12
549,Luau,-10.7073,22.2247,65.86,82,96,2.42,AO,2022-09-19 02:49:12
550,Maua,-23.6678,-46.4614,58.35,83,91,4.88,BR,2022-09-19 02:45:27
551,Buraydah,26.326,43.975,82.85,17,2,2.42,SA,2022-09-19 02:50:13
552,Hovd,48.0056,91.6419,50.76,32,0,1.97,MN,2022-09-19 02:50:13
553,Wellington,-41.2866,174.7756,61.07,82,100,23.02,NZ,2022-09-19 02:50:13
554,Ahipara,-35.1667,173.1667,61.72,92,100,14.27,NZ,2022-09-19 02:50:14
555,San Rafael Del Sur,11.8485,-86.4384,72.57,92,88,4.9,NI,2022-09-19 02:50:14
556,Esil,51.9556,66.4042,57.06,30,19,6.08,KZ,2022-09-19 02:50:15
557,Chimoio,-19.1164,33.4833,60.66,82,0,2.26,MZ,2022-09-19 02:50:15
558,Hamilton,39.1834,-84.5333,75.76,73,0,8.05,US,2022-09-19 02:50:16
559,Aripuana,-9.1667,-60.6333,73.72,89,73,2.48,BR,2022-09-19 02:50:16
560,Rieti,42.4072,12.8592,50.61,56,0,3.69,IT,2022-09-19 02:50:17
561,Gornopravdinsk,60.05,69.9,48.36,89,98,7.07,RU,2022-09-19 02:50:17
562,San Jose,37.3394,-121.895,65.7,88,75,12.66,US,2022-09-19 02:46:45
563,Feijo,-8.1642,-70.3536,78.31,62,75,2.64,BR,2022-09-19 02:50:18
564,Aykino,62.2248,49.9922,45.43,86,100,4.14,RU,2022-09-19 02:50:18
565,Tupelo,34.2576,-88.7034,79.09,72,0,0.0,US,2022-09-19 02:47:01
